,Exercise Name,Exercise Type,Muscle Group,Equipment,Difficulty Level,Rating
2591,Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate,
2592,King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate,
2593,King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,
2594,30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,
2595,30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,
2596,30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,
2597,30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,
2598,30 Shoulders Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate,
2599,30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate,
2600,30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,
2601,30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate,
2602,30 Shoulders Neutral-Grip Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,
2603,30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,
2604,MetaBurn 3-Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate,
2605,MetaBurn Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2606,MetaBurn Single-Leg Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,
2607,RG Forward-Leaning Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,
2608,RG Alternating Seated Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,
2609,RG Seated Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,
2610,FYR2 Dumbbell Clean and Jerk,Strength,Shoulders,Dumbbell,Intermediate,
2611,FYR2 Dumbbell Cross-Body Front Raise,Strength,Shoulders,Dumbbell,Intermediate,
2612,FYR2 Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,
2613,FYR2 Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,
2614,FYR2 Lateral Raise Hold,Strength,Shoulders,Dumbbell,Intermediate,
2615,FYR2 Seesaw Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,
2616,FYR2 Single-Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,
2617,FYR2 Single-Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,
2618,Car driver,Strength,Shoulders,Other,Intermediate,9.0
2619,Front Plate Raise,Strength,Shoulders,Other,Intermediate,8.9
2620,Battle ropes,Strength,Shoulders,Other,Intermediate,8.6
2621,Circus Bell,Strongman,Shoulders,Other,Beginner,7.7
2622,Landmine Linear Jammer,Strength,Shoulders,Other,Intermediate,6.8
2623,Crucifix,Strongman,Shoulders,Other,Beginner,6.0
2624,Bar shoulder extension stretch,Stretching,Shoulders,Other,Beginner,5.3
2625,Chair Upper Body Stretch,Stretching,Shoulders,Other,Beginner,4.1
2626,Sled Reverse Flye,Strength,Shoulders,Other,Intermediate,0.0
2627,Plate shoulder circle big to small,Strength,Shoulders,Other,Intermediate,0.0
2628,Sled Overhead Backward Walk,Strength,Shoulders,Other,Beginner,0.0
2629,Log Lift,Strongman,Shoulders,Other,Beginner,0.0
2630,Standing suspended rear delt fly,Strength,Shoulders,Other,Intermediate,0.0
2631,Waiter's carry,Strength,Shoulders,Other,Intermediate,0.0
2632,Towel dumbbell front raise,Strength,Shoulders,Other,Intermediate,0.0
2633,Reach-roll-lift combo,Stretching,Shoulders,Other,Intermediate,
2634,Upright Row - Gethin Variation,Strength,Shoulders,Other,Intermediate,
2635,Squat Press Shoulder Press - Gethin Variation,Strength,Shoulders,Other,Intermediate,
2636,Plate lateral raise,Strength,Shoulders,Other,Intermediate,
2637,Standing Military Press - Gethin Variation,Strength,Shoulders,Other,Intermediate,
2638,Bent-over plate rear delt raise,Strength,Shoulders,Other,Intermediate,
2639,Single-arm landmine press,Strength,Shoulders,Other,Intermediate,
2640,Plate front raise,Strength,Shoulders,Other,Intermediate,
2641,Holman Slow Overhead Press,Strength,Shoulders,Other,Intermediate,
2642,30 Shoulders Plate Front Raise,Strength,Shoulders,Other,Intermediate,
2643,Single-arm landmine push-press,Strength,Shoulders,Other,Intermediate,
2644,Single-arm cable front raise,Strength,Shoulders,Cable,Intermediate,8.7
2645,Cable Internal Rotation,Strength,Shoulders,Cable,Beginner,8.6
2646,Seated face pull,Strength,Shoulders,Cable,Intermediate,8.5
2647,Single-arm bent-over cable rear delt fly,Strength,Shoulders,Cable,Intermediate,8.5
2648,Seated cable shoulder press,Strength,Shoulders,Cable,Intermediate,8.5
2649,Standing face pull,Strength,Shoulders,Cable,Intermediate,8.4
2650,Standing cable rear delt row,Strength,Shoulders,Cable,Intermediate,8.4
2651,Standing Low-Pulley Deltoid Raise,Strength,Shoulders,Cable,Intermediate,8.3
2652,Standing crossed-cable rear delt fly,Strength,Shoulders,Cable,Intermediate,8.2
2653,Cable Shoulder Press,Strength,Shoulders,Cable,Beginner,8.1
2654,Alternating Cable Shoulder Press,Strength,Shoulders,Cable,Beginner,8.0
2655,Cable Seated Lateral Raise,Strength,Shoulders,Cable,Intermediate,6.5
2656,Single-arm lying cable front raise,Strength,Shoulders,Cable,Intermediate,
2657,Lying cable front raise,Strength,Shoulders,Cable,Intermediate,
2658,Cable Rear Delt Fly - Gethin Variation,Strength,Shoulders,Cable,Intermediate,
2659,One-Arm Cable Side Raise - Gethin Variation,Strength,Shoulders,Cable,Intermediate,
2660,Rope Face Pull - Gethin Variation,Strength,Shoulders,Cable,Intermediate,
2661,Lying cable lateral raise,Strength,Shoulders,Cable,Intermediate,
2662,Cable seated row,Strength,Shoulders,Cable,Intermediate,
2663,Single-arm cable lateral raise,Strength,Shoulders,Cable,Intermediate,
2664,UP Cable Face Pull,Strength,Shoulders,Cable,Intermediate,
2665,AA Cable Leaning Side Raise,Strength,Shoulders,Cable,Intermediate,
2666,30 Shoulders Bent-Over Low Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,
2667,30 Shoulders Cable Rope Face Pull,Strength,Shoulders,Cable,Intermediate,
2668,30 Shoulders Cable Straight-Bar Front Raise,Strength,Shoulders,Cable,Intermediate,
2669,30 Shoulders Cable Straight-Bar Upright Row,Strength,Shoulders,Cable,Intermediate,
2670,30 Shoulders High Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,
2671,30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,
2672,30 Shoulders Single-Arm Cable Front Raise,Strength,Shoulders,Cable,Intermediate,
2673,30 Shoulders Single-Arm Leaning Cable Lateral Raise,Strength,Shoulders,Cable,Intermediate,
2674,RG 3-Way Single-Arm Rear Delt Cable Fly,Strength,Shoulders,Cable,Intermediate,
2675,RG Single-Arm Cross-Body Cable Front Raise,Strength,Shoulders,Cable,Intermediate,
2676,Smith machine shoulder press,Strength,Shoulders,Machine,Intermediate,8.9
2677,Machine shoulder press,Strength,Shoulders,Machine,Intermediate,8.9
2678,Reverse Machine Flyes,Strength,Shoulders,Machine,Intermediate,8.2
2679,Single-arm Smith machine upright row,Strength,Shoulders,Machine,Intermediate,7.2
2680,Machine Lateral Raise,Strength,Shoulders,Machine,Intermediate,7.2
2681,Smith machine behind-the-neck press,Strength,Shoulders,Machine,Intermediate,
2682,Smith Machine Behind-The-Neck Press - Gethin Variation,Strength,Shoulders,Machine,Intermediate,
2683,30 Shoulders Leg Press Shoulder Press,Strength,Shoulders,Machine,Intermediate,
2684,30 Shoulders Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,
2685,30 Shoulders Pec-Deck Reverse Fly,Strength,Shoulders,Machine,Intermediate,
2686,30 Shoulders Smith Machine Behind-The-Head Press,Strength,Shoulders,Machine,Intermediate,
2687,30 Shoulders Smith Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,
2688,Handstand push-up,Strength,Shoulders,Body Only,Intermediate,8.7
2689,Upward Stretch,Stretching,Shoulders,Body Only,Intermediate,6.7
2690,Shoulder Circles,Stretching,Shoulders,Body Only,Intermediate,6.7
2691,Cross-body shoulder stretch,Stretching,Shoulders,Body Only,Intermediate,5.9
2692,Arm circle,Stretching,Shoulders,Body Only,Intermediate,5.1
2693,Seated Front Deltoid,Stretching,Shoulders,Body Only,Beginner,4.5
2694,Shoulder Raise,Stretching,Shoulders,Body Only,Intermediate,4.1
2695,Hand Stand Push-Up,Strength,Shoulders,Body Only,Intermediate,0.0
2696,Wall walk,Strength,Shoulders,Body Only,Intermediate,0.0
2697,Return Push from Stance,Plyometrics,Shoulders,Body Only,Intermediate,0.0
2698,Wall shoulder tap,Strength,Shoulders,Body Only,Intermediate,0.0
2699,Bear crawl shoulder tap,Strength,Shoulders,Body Only,Intermediate,0.0
2700,Shadow boxing,Cardio,Shoulders,Body Only,Intermediate,0.0
2701,Bear crawl fire feet,Cardio,Shoulders,Body Only,Intermediate,0.0
2702,Wall sprawl,Plyometrics,Shoulders,Body Only,Intermediate,0.0
2703,Bent Over Shoulder Y,Stretching,Shoulders,Body Only,Intermediate,
2704,Shoulder L,Strength,Shoulders,Body Only,Intermediate,
2705,Shoulder Dislocation Stretch-Dowel,Stretching,Shoulders,Body Only,Intermediate,
2706,TBS Inverted Row,Strength,Shoulders,Body Only,Intermediate,
2707,PVC Shoulder Stretch,Stretching,Shoulders,Body Only,Intermediate,
2708,Shoulder T,Stretching,Shoulders,Body Only,Intermediate,
2709,HM Arm Circle,Strength,Shoulders,Body Only,Intermediate,
2710,HM Shoulder Stretch,Stretching,Shoulders,Body Only,Intermediate,
2711,HM Shoulder Stretch on Floor,Stretching,Shoulders,Body Only,Intermediate,
2712,HM Shoulder Tap,Stretching,Shoulders,Body Only,Intermediate,
2713,HM Hand-On-Wall Stretch,Strength,Shoulders,Body Only,Intermediate,
2714,HM Jumping Arm Circle,Strength,Shoulders,Body Only,Intermediate,
2715,Kipping Clapping Pull-Up,Strength,Shoulders,Body Only,Intermediate,
2716,Holman Kneeling Overhead Press to Donkey Kick,Strength,Shoulders,Body Only,Intermediate,
2717,Floor angel,Strength,Shoulders,Body Only,Intermediate,
2718,Shoulder extension stretch,Strength,Shoulders,Body Only,Intermediate,
2719,Backward Medicine Ball Throw,Plyometrics,Shoulders,Medicine Ball,Beginner,6.8
2720,Medicine ball scoop throw,Plyometrics,Shoulders,Medicine Ball,Intermediate,3.4
2721,Standing Two-Arm Overhead Throw,Plyometrics,Shoulders,Medicine Ball,Beginner,0.0
2722,Incline face-down bar front raise,Strength,Shoulders,E-Z Curl Bar,Intermediate,8.3
2723,Incline anti-gravity shoulder press,Strength,Shoulders,E-Z Curl Bar,Intermediate,8.2
2724,30 Shoulders EZ-Bar Front Raise,Strength,Shoulders,E-Z Curl Bar,Intermediate,
2725,Bent-over shoulder rotation,Strength,Shoulders,Exercise Ball,Intermediate,
2726,Band overhead triceps press,Strength,Triceps,Bands,Intermediate,0.0
2727,Band overhead triceps extension,Strength,Triceps,Bands,Intermediate,
2728,Band straight-arm pull-down,Strength,Triceps,Bands,Intermediate,
2729,Band skullcrusher,Strength,Triceps,Bands,Intermediate,
2730,Single-arm band kick-back,Strength,Triceps,Bands,Intermediate,
2731,Incline EZ-bar skullcrusher,Strength,Triceps,Barbell,Intermediate,8.9
2732,Decline Close-Grip Bench To Skull Crusher,Strength,Triceps,Barbell,Beginner,8.9
2733,Bench Press - Powerlifting,Powerlifting,Triceps,Barbell,Intermediate,8.7
2734,Behind-the-head skullcrusher,Strength,Triceps,Barbell,Intermediate,8.7
2735,Standing barbell overhead triceps extension,Strength,Triceps,Barbell,Intermediate,8.6
2736,Reverse-grip bench press,Strength,Triceps,Barbell,Intermediate,8.3
2737,Bench Press with Chains,Powerlifting,Triceps,Barbell,Beginner,8.3
2738,Floor Press,Powerlifting,Triceps,Barbell,Beginner,8.3
2739,One Arm Floor Press,Strength,Triceps,Barbell,Beginner,7.3
2740,Pin Presses,Powerlifting,Triceps,Barbell,Beginner,7.0
2741,JM Press With Bands,Strength,Triceps,Barbell,Beginner,0.0
2742,JM Press,Strength,Triceps,Barbell,Beginner,0.0
2743,Floor Press with Chains,Powerlifting,Triceps,Barbell,Beginner,0.0
2744,Reverse Band Bench Press,Powerlifting,Triceps,Barbell,Beginner,0.0
2745,Decline Barbell Triceps Extension - Gethin Variation,Strength,Triceps,Barbell,Intermediate,
2746,AM Skullcrusher,Strength,Triceps,Barbell,Intermediate,
2747,30 Arms Close-Grip Bench Press,Strength,Triceps,Barbell,Intermediate,
2748,30 Arms Barbell Skullcrusher,Strength,Triceps,Barbell,Intermediate,
2749,FYR2 Sprawl Over Kettlebell,Strength,Triceps,Kettlebells,Intermediate,
2750,Dumbbell floor press,Powerlifting,Triceps,Dumbbell,Intermediate,9.3
2751,Seated triceps press,Strength,Triceps,Dumbbell,Intermediate,8.9
2752,Tricep Dumbbell Kickback,Strength,Triceps,Dumbbell,Intermediate,8.8
2753,Standing Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,8.8
2754,Double-arm triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,8.8
2755,Single-arm dumbbell triceps extension,Strength,Triceps,Dumbbell,Intermediate,8.5
2756,Decline Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.5
2757,Dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,8.4
2758,One Arm Pronated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.4
2759,One Arm Supinated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.4
2760,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,8.2
2761,Tate Press,Strength,Triceps,Dumbbell,Beginner,8.1
2762,Standing Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,7.9
2763,Seated Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,7.5
2764,Dumbbell Tricep Extension -Pronated Grip,Strength,Triceps,Dumbbell,Beginner,6.3
2765,V-sit with overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate,0.0
2766,PJR Pull-Over,Strength,Triceps,Dumbbell,Intermediate,
2767,Paul Carter Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,
2768,Single-arm dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,
2769,Dumbbells-together incline bench press,Strength,Triceps,Dumbbell,Intermediate,
2770,Incline dumbbell overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate,
2771,Dumbbell Crush Press,Strength,Triceps,Dumbbell,Intermediate,
2772,Holman Hovering Renegade Triceps Press,Strength,Triceps,Dumbbell,Intermediate,
2773,Holman Heavy Triceps Press to Overhead Press,Strength,Triceps,Dumbbell,Intermediate,
2774,Total Fitness Close-Grip Dumbbell Press,Strength,Triceps,Dumbbell,Intermediate,
2775,Dumbbell row to triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,
2776,Rolling triceps press,Strength,Triceps,Dumbbell,Intermediate,
2777,MetaBurn Skullcrusher to Ab Crunch,Strength,Triceps,Dumbbell,Intermediate,
2778,FYR2 Single-Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,
2779,30 Arms Overhead Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,
2780,30 Arms Dumbbell Skullcrusher,Strength,Triceps,Dumbbell,Intermediate,
2781,30 Arms Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,
2782,30 Arms BFR Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,
2783,Dumbbell saw triceps skullcrusher,Strength,Triceps,Dumbbell,Intermediate,
2784,Chain Handle Extension,Powerlifting,Triceps,Other,Beginner,8.3
2785,Sled Overhead Triceps Extension,Strength,Triceps,Other,Beginner,0.0
2786,Body Triceps Press Using Flat Bench,Strength,Triceps,Other,Intermediate,0.0
2787,Suspended Triceps Press,Strength,Triceps,Other,Beginner,0.0
2788,Seated triceps push-down,Strength,Triceps,Other,Intermediate,
2789,Machine triceps extension-,Strength,Triceps,Other,Intermediate,
2790,Holman Overhead Weighted Triceps Press,Strength,Triceps,Other,Intermediate,
2791,30 Arms Weighted Triceps Dip,Strength,Triceps,Other,Intermediate,
2792,Cable V-bar push-down,Strength,Triceps,Cable,Intermediate,9.1
2793,Reverse Grip Triceps Pushdown,Strength,Triceps,Cable,Intermediate,9.0
2794,Kneeling cable triceps extension,Strength,Triceps,Cable,Intermediate,9.0
2795,Single-arm cable triceps extension,Strength,Triceps,Cable,Intermediate,8.9
2796,Dip Machine,Strength,Triceps,Cable,Intermediate,8.8
2797,Triceps Pushdown,Strength,Triceps,Cable,Intermediate,8.6
2798,Low cable overhead triceps extension,Strength,Triceps,Cable,Intermediate,8.6
2799,Lying cable triceps extension,Strength,Triceps,Cable,Intermediate,8.6
2800,Low Cable Triceps Extension,Strength,Triceps,Cable,Beginner,8.2
2801,Cable overhead triceps extension,Strength,Triceps,Cable,Intermediate,8.1
2802,Single-arm low cable triceps extension,Strength,Triceps,Cable,Intermediate,8.0
2803,Incline cable straight-bar triceps extension,Strength,Triceps,Cable,Intermediate,7.1
2804,Paul Carter Overhead Rope Triceps Extension,Strength,Triceps,Cable,Intermediate,
2805,TBS Rope Cable Push-Down,Strength,Triceps,Cable,Intermediate,
2806,Single-arm cable triceps kick-back,Strength,Triceps,Cable,Intermediate,
2807,Incline cable rope triceps extension,Strength,Triceps,Cable,Intermediate,
2808,Reverse-grip cable straight-bar push-down,Strength,Triceps,Cable,Intermediate,
2809,Kneeling Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,
2810,Cable Overhead Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,
2811,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Strength,Triceps,Cable,Intermediate,
2812,Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,
2813,Single-arm incline triceps extension,Strength,Triceps,Cable,Intermediate,
2814,Triceps Overhead Extension with Rope - Gethin Variation,Strength,Triceps,Cable,Intermediate,
2815,Cable rope push-down,Strength,Triceps,Cable,Intermediate,
2816,Cable straight-bar push-down,Strength,Triceps,Cable,Intermediate,
2817,Straight-arm bar pull-down,Strength,Triceps,Cable,Intermediate,
2818,AM Rope Triceps Pushdown,Strength,Triceps,Cable,Intermediate,
2819,AM Bar Triceps Push-Down,Strength,Triceps,Cable,Intermediate,
2820,Rope overhead triceps extension,Strength,Triceps,Cable,Intermediate,
2821,UP Rope Push-down,Strength,Triceps,Cable,Intermediate,
2822,UP Triceps Extension Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,
2823,LD Cable One-Arm Upright Row,Strength,Triceps,Cable,Intermediate,
2824,30 Arms Underhand Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,
2825,30 Arms Single-Arm Reverse-Grip Cable Push-Down,Strength,Triceps,Cable,Intermediate,
2826,30 Arms Cable V-Bar Push-Down,Strength,Triceps,Cable,Intermediate,
2827,30 Arms Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,
2828,30 Arms Cable Rope Push-Down,Strength,Triceps,Cable,Intermediate,
2829,30 Arms Cable Rope Overhead Triceps Extension,Strength,Triceps,Cable,Intermediate,
2830,BFR underhand straight-bar push-down,Strength,Triceps,Cable,Intermediate,
2831,BFR overhand straight-bar push-down,Strength,Triceps,Cable,Intermediate,
2832,BFR cable rope push-down,Strength,Triceps,Cable,Intermediate,
2833,Triceps Pressdown,Strength,Triceps,Cable,Intermediate,
2834,Machine Triceps Extension,Strength,Triceps,Machine,Intermediate,7.4
2835,Smith machine end-grip shoulder press,Strength,Triceps,Machine,Intermediate,
2836,Assist machine triceps push-down,Strength,Triceps,Machine,Intermediate,
2837,Smith machine close-grip bench press-,Strength,Triceps,Machine,Intermediate,
2838,Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate,
2839,Overhead Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate,
2840,30 Arms Machine Triceps Dip,Strength,Triceps,Machine,Intermediate,
2841,Triceps dip,Strength,Triceps,Body Only,Intermediate,9.4
2842,Weighted bench dip,Strength,Triceps,Body Only,Intermediate,9.1
2843,Push-Ups - Close Triceps Position,Strength,Triceps,Body Only,Intermediate,9.0
